"","pid","Trial","TrialDuration","Block","Device","RH_cost","RH_travel_time","RH_Comfort","metro_cost","metro_travel_time","metro_Comfort","Bus_cost","Bus_travel_time","Bus_Comfort","Choice"
"197",17,5,2.9153,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"198",17,6,2.4471,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"199",17,7,2.9662,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"200",17,8,2.1156,2,"Smartphone",15,30,7,3,60,4,3,80,5,"Metro_label"
"201",17,9,2.6305,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"202",17,10,2.4365,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"203",17,11,2.362,2,"Smartphone",25,20,7,2,70,5,2,80,5,"Metro_label"
"204",17,12,1.9023,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Metro_label"
"205",18,1,2.559,2,"Smartphone",15,20,8,3,70,4,3,60,4,"RH_label"
"206",18,2,4.7162,2,"Smartphone",20,20,7,3,70,6,3,60,3,"Bus_label"
"207",18,3,5.6172,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Metro_label"
"208",18,4,5.8369,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Metro_label"
"209",18,5,3.8141,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"210",18,6,4.1829,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"211",18,7,3.4311,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"212",18,8,4.4497,2,"Smartphone",15,30,7,3,60,4,3,80,5,"Metro_label"
"213",18,9,6.2145,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"214",18,10,6.0968,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"215",18,11,5.1878,2,"Smartphone",25,20,7,2,70,5,2,80,5,"Metro_label"
"216",18,12,4.4829,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Bus_label"
"217",19,1,12.194,4,"Smartphone",25,20,8,1,60,4,1,60,3,"RH_label"
